id,sex,age,edu,drink
18028,female,75&over,college diploma,everyday
18029,male,25-34,bachelor's degree ,2-3 times a week
18030,female,65-74,high school diploma,2-3 times a week
18031,male,55-64,bachelor's degree ,once a week
18032,female,65-74,high school diploma,once or twice in the past month
18033,male,75&over,trade certificate,once or twice in the past month
18034,female,75&over,high school diploma,not in the past month
18035,female,65-74,bachelor's degree ,not in the past month
18036,female,15-24,high school diploma,once a week
18037,female,55-64,college diploma,not in the past month
18038,female,35-44,university diploma above bachelor's degree,4-6 times a week
18039,female,45-54,university diploma above bachelor's degree,once a week
18040,male,25-34,high school diploma,once a week
18041,female,15-24,less than high school diploma,never drink
18042,female,75&over,college diploma,everyday
18043,male,55-64,college diploma,not in the past month
18044,female,75&over,college diploma,never drink
18045,male,55-64,university diploma below bachelor's degree,2-3 times a week
18046,male,55-64,high school diploma,2-3 times a week
18047,female,55-64,high school diploma,2-3 times a week
18048,female,25-34,bachelor's degree ,once or twice in the past month
18049,female,65-74,college diploma,never drink
18050,female,75&over,college diploma,once or twice in the past month
18051,male,25-34,college diploma,never drink
18052,male,25-34,high school diploma,2-3 times a week
18053,female,25-34,college diploma,not in the past month
18054,female,55-64,high school diploma,not in the past month
18055,male,35-44,trade certificate,once a week
18056,female,25-34,college diploma,not in the past month
18057,female,45-54,bachelor's degree ,once or twice in the past month
18058,male,65-74,less than high school diploma,never drink
18059,female,15-24,less than high school diploma,not in the past month
18060,male,65-74,trade certificate,once or twice in the past month
18061,male,35-44,high school diploma,4-6 times a week
18062,female,35-44,high school diploma,once or twice in the past month
18063,female,65-74,high school diploma,2-3 times a week
18064,male,55-64,college diploma,once a week
18065,male,55-64,trade certificate,once or twice in the past month
18066,male,25-34,trade certificate,2-3 times a week
18067,female,75&over,high school diploma,never drink
18068,female,35-44,university diploma above bachelor's degree,once or twice in the past month
18069,male,55-64,college diploma,once or twice in the past month
18070,male,15-24,less than high school diploma,never drink
18071,male,55-64,high school diploma,once a week
18072,male,65-74,less than high school diploma,once or twice in the past month
18073,male,35-44,bachelor's degree ,once a week
18074,female,45-54,college diploma,once or twice in the past month
18075,female,45-54,high school diploma,once or twice in the past month
18076,female,25-34,college diploma,once or twice in the past month
18077,female,45-54,college diploma,once or twice in the past month
18078,male,65-74,high school diploma,never drink
18079,male,65-74,college diploma,once or twice in the past month
18080,female,65-74,high school diploma,once or twice in the past month
18081,female,45-54,bachelor's degree ,not in the past month
18082,female,25-34,less than high school diploma,never drink
18083,male,55-64,less than high school diploma,once a week
18084,female,65-74,less than high school diploma,never drink
18085,female,25-34,college diploma,everyday
18086,male,75&over,less than high school diploma,never drink
18087,female,35-44,university diploma above bachelor's degree,never drink
18088,female,65-74,bachelor's degree ,once or twice in the past month
18089,male,55-64,bachelor's degree ,once a week
18090,male,45-54,less than high school diploma,once a week
18091,male,65-74,high school diploma,2-3 times a week
18092,male,25-34,bachelor's degree ,not in the past month
18093,male,15-24,high school diploma,once or twice in the past month
18094,male,35-44,bachelor's degree ,never drink
18095,female,55-64,bachelor's degree ,not in the past month
18096,female,35-44,college diploma,once a week
18097,male,35-44,bachelor's degree ,not in the past month
18098,male,65-74,trade certificate,2-3 times a week
18099,female,65-74,high school diploma,never drink
18100,female,65-74,less than high school diploma,never drink
18101,female,55-64,bachelor's degree ,once or twice in the past month
18102,male,25-34,high school diploma,once a week
18103,female,55-64,university diploma above bachelor's degree,2-3 times a week
18104,female,25-34,university diploma above bachelor's degree,never drink
18105,female,25-34,university diploma below bachelor's degree,not in the past month
18106,male,65-74,high school diploma,once a week
18107,male,45-54,college diploma,once a week
18108,female,25-34,college diploma,2-3 times a week
18109,female,25-34,college diploma,not in the past month
18110,female,65-74,bachelor's degree ,never drink
18111,female,45-54,high school diploma,once a week
18112,female,45-54,don't know,don't know
18113,male,75&over,bachelor's degree ,never drink
18114,female,45-54,college diploma,once a week
18115,female,15-24,college diploma,once or twice in the past month
18116,female,55-64,college diploma,never drink
18117,male,35-44,less than high school diploma,not in the past month
18118,male,25-34,university diploma above bachelor's degree,not in the past month
18119,female,65-74,high school diploma,once or twice in the past month
18120,male,35-44,bachelor's degree ,once a week
18121,female,25-34,bachelor's degree ,once a week
18122,female,55-64,college diploma,once a week
18123,female,75&over,less than high school diploma,never drink
18124,female,45-54,university diploma below bachelor's degree,once or twice in the past month
18125,female,65-74,high school diploma,2-3 times a week
18126,female,65-74,high school diploma,2-3 times a week
18127,male,45-54,high school diploma,4-6 times a week
18128,female,35-44,bachelor's degree ,once a week
18129,male,65-74,high school diploma,everyday
18130,female,65-74,high school diploma,never drink
18131,female,65-74,college diploma,once a week
18132,female,35-44,high school diploma,once a week
18133,male,55-64,college diploma,4-6 times a week
18134,male,15-24,high school diploma,2-3 times a week
18135,female,75&over,less than high school diploma,once or twice in the past month
18136,female,35-44,college diploma,once a week
18137,female,75&over,high school diploma,never drink
18138,female,75&over,college diploma,never drink
18139,female,65-74,college diploma,never drink
18140,female,65-74,college diploma,2-3 times a week
18141,male,55-64,high school diploma,once a week
18142,male,55-64,university diploma above bachelor's degree,2-3 times a week
18143,female,35-44,high school diploma,2-3 times a week
18144,female,65-74,university diploma below bachelor's degree,2-3 times a week
18145,male,45-54,university diploma above bachelor's degree,not in the past month
18146,female,75&over,less than high school diploma,not in the past month
18147,female,75&over,high school diploma,never drink
18148,male,55-64,college diploma,not in the past month
18149,male,15-24,college diploma,never drink
18150,female,75&over,less than high school diploma,2-3 times a week
18151,male,25-34,university diploma below bachelor's degree,once or twice in the past month
18152,female,65-74,less than high school diploma,once or twice in the past month
18153,female,75&over,college diploma,not in the past month
18154,male,65-74,high school diploma,never drink
18155,female,15-24,bachelor's degree ,once or twice in the past month
18156,male,55-64,university diploma below bachelor's degree,everyday
18157,female,75&over,college diploma,4-6 times a week
18158,female,25-34,bachelor's degree ,once or twice in the past month
18159,female,55-64,less than high school diploma,never drink
18160,female,15-24,less than high school diploma,not in the past month
18161,female,35-44,bachelor's degree ,4-6 times a week
18162,male,15-24,bachelor's degree ,2-3 times a week
